link,headline,source,date,description,category
https://edition.cnn.com/2024/09/06/science/pregnant-porbeagle-shark-eaten/index.html,"A pregnant shark was tagged and monitored for 5 months, then disappeared. Scientists now know its fate",CNN,2024-09-06,"When scientists attached a tag to a pregnant porbeagle shark in October 2020 to learn more about the creature’s habitat, they didn’t expect their tracker to capture evidence of how large sharks hunt one another.",science
https://edition.cnn.com/2024/09/13/science/japanese-eel-escape-fish-stomach/index.html,"Eels’ escape shows ‘the fight for survival doesn’t end after being eaten,’ scientist says",CNN,2024-09-13,"When you’re a predatory fish, sometimes the lunch you gobbled up doesn’t agree with you. Rather than accepting its fate, the still-living meal escapes your stomach and flees through the nearest orifice.",science
https://edition.cnn.com/2024/08/28/science/underwater-mountain-seamount-nazca-ridge/index.html,Oceanographers find underwater mountain bigger than Mount Olympus,CNN,2024-08-28,"Imagine four skyscrapers the height of Burj Khalifa, the world’s tallest building, stacked on top of one another.",science
https://edition.cnn.com/2024/09/14/science/spacex-polaris-dawn-spacewalk-historic-milestone/index.html,‘A giant leap’: Why a tech billionaire’s climb outside a spacecraft was so historic,CNN,2024-09-14,"SpaceX’s Polaris Dawn crew is beginning its fifth day in orbit, having marked a few record-setting milestones on a historic journey — including the world’s first commercial spacewalk.",science
https://edition.cnn.com/2024/09/12/science/mass-extinction-permian-el-nino/index.html,The Great Dying once wiped out 90% of life on Earth. A new theory may explain why,CNN,2024-09-12,"A cataclysm engulfed the planet some 252 million years ago, wiping out more than 90% of all life.",science
https://edition.cnn.com/2024/08/30/science/ancient-submerged-cave-bridge-mallorca/index.html,"Ancient humans built a bridge inside a cave on Mallorca nearly 6,000 years ago",CNN,2024-08-30,"An ancient, submerged bridge in a cave on the Spanish island of Mallorca is helping researchers determine when humans first settled on islands across the western Mediterranean Sea thousands of years ago.",science
https://edition.cnn.com/2024/09/15/science/spacex-polaris-dawn-splashdown-landing/index.html,SpaceX Polaris Dawn crew returns home after history-making mission,CNN,2024-09-15,"SpaceX’s Polaris Dawn crew is home, capping off a five-day mission to orbit — which included the world’s first commercial spacewalk — by splashing down in the Gulf of Mexico.",science
https://edition.cnn.com/2024/08/02/science/ionosphere-xs-cs-atmospheric-disturbances-gold-mission/index.html,Scientists have spotted unexpected X- and C-shaped structures in the atmosphere. They are struggling to explain them,CNN,2024-08-02,"Each day, radio signals from key communications and navigation satellites travel freely through a layer of Earth’s atmosphere known as the ionosphere.",science
https://edition.cnn.com/2024/08/26/science/dinosaur-footprints-south-america-africa/index.html,Matching sets of dinosaur footprints found on opposite sides of the Atlantic Ocean,CNN,2024-08-26,"Matching sets of footprints discovered in Africa and South America reveal that dinosaurs once traveled along a type of highway 120 million years ago before the two continents split apart, according to new research.",science
https://edition.cnn.com/2024/09/12/science/neanderthal-fossil-extinction-grotte-mandrin-france/index.html,"Cave discovery in France may explain why Neanderthals disappeared, scientists say",CNN,2024-09-12,"When archaeologist Ludovic Slimak unearthed five teeth in a rock shelter in France’s Rhône Valley in 2015, it was immediately obvious that they belonged to a Neanderthal, the first intact remains of the ancient species to be discovered in that country since 1979.",science
https://edition.cnn.com/2024/09/13/science/stonehenge-altar-stone-orkney/index.html,The search for the origin of Stonehenge’s mysterious Altar Stone intensifies,CNN,2024-09-13,"In the hopes of solving one of the enduring mysteries about the iconic monolith, geologists have shifted the search for the origins of Stonehenge’s central Altar Stone to Scotland after recent research redirected the quest from Wales.",science
https://edition.cnn.com/2024/06/13/science/dyson-spheres-alien-life-evidence-scn/index.html,‘Dyson spheres’ were theorized as a way to detect alien life. Scientists say they’ve found potential evidence,CNN,2024-06-13,What would be the ultimate solution to the energy problems of an advanced civilization? Renowned British American physicist Freeman Dyson theorized it would be a shell made up of mirrors or solar panels that completely surrounds a star — harnessing all the energy it produces.,science
https://edition.cnn.com/2024/09/02/science/titanic-photos-show-major-decay-intl-scli/index.html,New Titanic photos show major decay to legendary wreck,CNN,2024-09-02,"In the years since the Titanic sank after hitting an iceberg in 1912, we have become familiar with haunting images of the doomed passenger liner’s bow, lying at the bottom of the North Atlantic Ocean. Now, new photos taken this summer show that the view has changed dramatically.",science
https://edition.cnn.com/2024/09/10/science/spacex-polaris-dawn-mission-height-apogee/index.html,SpaceX’s Polaris Dawn mission just made history. But the riskiest part is still to come,CNN,2024-09-10,"SpaceX’s Polaris Dawn mission kicked off early Tuesday, launching a four-person crew of civilian astronauts into orbit. And hours later they have already made history: reaching the highest orbit around Earth and surpassing a record set during NASA’s earliest days.",science
https://edition.cnn.com/2024/09/10/science/close-supermassive-black-hole-pair/index.html,Bright lights detected by NASA telescopes lead to a dancing pair of supermassive black holes,CNN,2024-09-10,"Two telescopes have spotted the closest pair of supermassive black holes to date. The duo, only about 300 light-years apart, were observed in different wavelengths of light using NASA’s Chandra X-ray Observatory and the Hubble Space Telescope.",science
https://edition.cnn.com/2024/09/05/science/food-dye-transparent-mice-skin/index.html,"Yellow food dye found in chips and candy corn turns skin transparent in mice, study says",CNN,2024-09-05,"In H.G. Wells’ 1897 science fiction novel, “The Invisible Man,” the protagonist invents a serum that makes the cells in his body transparent by controlling how they bend light.",science
https://edition.cnn.com/2024/05/30/science/lunar-time-zone-scale-nasa-artemis-scn/index.html,Why scientists say we need to send clocks to the moon — soon,CNN,2024-05-30,"Perhaps the greatest, mind-bending quirk of our universe is the inherent trouble with timekeeping: Seconds tick by ever so slightly faster atop a mountain than they do in the valleys of Earth.",science
https://edition.cnn.com/2024/09/12/science/spacewalk-polaris-dawn-mission-spacex/index.html,Four civilians on a daring SpaceX mission complete the first commercial spacewalk,CNN,2024-09-12,A four-person crew of civilians on board SpaceX’s Polaris Dawn mission unlocked the hatch of their capsule and made history as the first group of non-government astronauts to conduct a spacewalk.,science
https://edition.cnn.com/2024/09/14/science/neanderthal-discovery-science-newsletter-wt/index.html,Puzzling fossil discovery could reveal why Neanderthals disappeared,CNN,2024-09-14,Some chapters of human history are more poignant to revisit than others.,science
https://edition.cnn.com/2024/09/11/science/giant-star-bubbles-convection/index.html,Giant bubbles on the surface of a nearby star preview the fate of our sun,CNN,2024-09-11,"Astronomers have observed the detailed motions of giant gas bubbles on the surface of a nearby star for the first time, which rise and fall like the inside of a lava lamp.",science
https://edition.cnn.com/2024/09/14/science/ancient-dna-easter-island-collapse/index.html,"New evidence upends contentious Easter Island theory, scientists say",CNN,2024-09-14,"Rapa Nui, also known as Easter Island, never experienced a ruinous population collapse, according to an analysis of ancient DNA from 15 former inhabitants of the remote island in the Pacific Ocean.",science
https://edition.cnn.com/2024/09/04/science/pictish-ring-scotland-intl-scli/index.html,"‘Enthusiastic amateur’ finds ‘remarkable’ Pictish ring buried for more than 1,000 years",CNN,2024-09-04,"A “remarkable” Pictish ring with “an intricate setting” was discovered in Scotland by an amateur archaeologist after being buried for more than 1,000 years.",science
https://edition.cnn.com/2024/09/09/science/pterosaur-flight-flapping-soaring/index.html,"Fossils reveal that some pterosaurs soared like vultures, while others flapped their wings",CNN,2024-09-09,"Well-preserved fossils of ancient large reptiles called pterosaurs have revealed that some species flew by flapping their wings, while others soared like vultures, according to a new study.",science
https://edition.cnn.com/2024/08/30/science/marmosets-call-names-study-scli-intl/index.html,"These monkeys use names to communicate with each other, study finds",CNN,2024-08-30,"Marmosets can communicate with one another by name and know when they are being addressed, joining a very short list of species exhibiting such behavior, and a first for non-human primates, a new study has found.",science
https://edition.cnn.com/2024/09/12/science/china-space-plane-intl-hnk/index.html,China’s secretive space plane has returned to Earth. Its mission? Unknown,CNN,2024-09-12,A Chinese “reusable experimental spacecraft” believed to be the country’s secretive space plane has landed back on Earth after more than eight months in orbit – the latest development in a largely covert race between the United States and China to hone such technology.,science
https://edition.cnn.com/2024/06/27/politics/read-biden-trump-debate-rush-transcript/index.html,READ: Biden-Trump debate transcript,CNN,2024-06-27,President Joe Biden and former President Donald Trump participated in their first debate of the 2024 election season on CNN in Atlanta Thursday.,climate
https://edition.cnn.com/2024/09/07/climate/rancho-palos-verdes-landslide-rainfall/index.html,"Landslides are destroying multimillion-dollar homes in California, and they’re getting worse",CNN,2024-09-07,"The deep landslides beneath the multimillion-dollar homes in Rancho Palos Verdes moved at an almost glacial pace, until they didn’t.",climate
https://edition.cnn.com/2024/02/01/climate/nuclear-small-modular-reactors-us-russia-china-climate-solution-intl/index.html,New-wave reactor technology could kick-start a nuclear renaissance — and the US is banking on it,CNN,2024-02-01,"Off the Siberian coast, not far from Alaska, a Russian ship has been docked at port for four years. The Akademik Lomonosov, the world’s first floating nuclear power plant, sends energy to around 200,000 people on land using next-wave nuclear technology: small modular reactors.",climate
https://edition.cnn.com/2024/09/06/china/china-africa-us-xi-jinping-intl-hnk/index.html,Xi Jinping had one message for dozens of visiting African leaders: choose China,CNN,2024-09-06,Xi Jinping had a clear aim as he hosted delegates from more than 50 African countries for a major summit in Beijing this week: proving beyond doubt that China is the continent’s premier foreign partner.,climate
https://edition.cnn.com/2024/05/04/australia/australia-great-barrier-reef-wildfires-climate-intl-hnk-dst/index.html,‘Like wildfires underwater’: Worst summer on record for Great Barrier Reef as coral die-off sweeps planet,CNN,2024-05-04,"As the early-morning sun rises over the Great Barrier Reef, its light pierces the turquoise waters of a shallow lagoon, bringing more than a dozen turtles to life.",climate
https://edition.cnn.com/2024/09/14/climate/uk-climate-protests-policing-laws-prison-intl/index.html,Climate protesters are taking action against Big Oil. UK courts are handing them prison terms akin to rapists and thieves,CNN,2024-09-14,"As right-wing rioters attacked communities with racist violence across parts of the UK last month, 22-year-old climate activist Cressie Gethin sat in a prison cell.",climate
https://edition.cnn.com/2024/04/21/climate/equatic-ocean-carbon-removal-plant-climate-intl/index.html,Can this ocean-based carbon plant help save the world? Some scientists are raising red flags,CNN,2024-04-21,"On a slice of the ocean front in west Singapore, a startup is building a plant to turn carbon dioxide from air and seawater into the same material as seashells, in a process that will also produce “green” hydrogen — a much-hyped clean fuel.",climate
https://edition.cnn.com/2024/09/15/weather/tropical-system-rain-carolinas/index.html,Tropical storm warnings issued for the Carolina coast as forecasters predict heavy rain and coastal flood threat,CNN,2024-09-15,"Forecasters have issued tropical storm warnings for coastal areas of the Carolinas, according to the National Hurricane Center.",climate
https://edition.cnn.com/2024/05/08/climate/direct-air-capture-plant-iceland-climate-intl/index.html,The ‘world’s largest’ vacuum to suck climate pollution out of the air just opened. Here’s how it works,CNN,2024-05-08,The “world’s largest” plant designed to suck planet-heating pollution out of the atmosphere like a giant vacuum began operating in Iceland on Wednesday.,climate
https://edition.cnn.com/2024/09/15/china/china-shanghai-typhoon-bebinca-intl-hnk/index.html,"Shanghai slammed by Typhoon Bebinca, strongest storm to hit in seven decades",CNN,2024-09-15,"Shanghai was brought to a standstill on Monday morning by what authorities say was the strongest typhoon to directly hit the Chinese financial hub in more than seven decades, with flights, trains and highways suspended during a national holiday.",climate
https://edition.cnn.com/2024/03/29/economy/home-insurance-prices-climate-change/index.html,The home insurance market is crumbling. These owners are paying the price,CNN,2024-03-29,"The home insurance market is crumbling in New Orleans, leaving Alfredo Herrera with few options for coverage — and skyrocketing insurance premiums.",climate
https://edition.cnn.com/style/cairo-forbes-international-tower-hydrogen-nac-spc/index.html,Hydrogen-powered skyscraper set for Egypt’s new capital,CNN,2024-09-04,"Egypt’s “New Administrative Capital,” a new city deep into construction outside Cairo, has prompted plenty of blue-sky thinking. But few ideas have been as ambitious as powering a skyscraper with hydrogen.",climate
https://edition.cnn.com/2024/09/03/climate/video/nasa-sea-robot-climate-change-antarctic-ice-weir-digvid,Meet NASA’s newest tool to fight climate change,CNN,2024-09-03,Meet NASA’s newest tool to fight climate change,climate
https://edition.cnn.com/2024/08/19/politics/fact-check-night-one-democratic-national-convention/index.html,Fact-checking night 1 of the Democratic National Convention,CNN,2024-08-19,"Democratic state and federal officeholders, including President Joe Biden, delivered some false, misleading or lacking-key-context claims on the first night of the Democratic National Convention on Monday.",climate
https://edition.cnn.com/2024/08/29/business/uzbekistan-electric-cars-spc/index.html,Uzbekistan is looking to electric cars to help drive its green transition,CNN,2024-08-29,"The most populous country in Central Asia is heavily dependent on burning fossil fuel for electricity. But over the next few years, Uzbekistan plans to slash its carbon footprint.",climate
https://edition.cnn.com/2024/09/05/climate/hottest-summer-record-copernicus/index.html,The planet endures its hottest summer on record — for the second straight year,CNN,2024-09-05,"Summer broke global heat records for the second straight year, scientists have confirmed — putting 2024 firmly on track to be the hottest year in recorded history.",climate
https://edition.cnn.com/2024/09/14/us/disneyland-half-marathon-death-heat/index.html,TikToker’s death after running scorching Disneyland half marathon comes as heat-related fatalities soar in US,CNN,2024-09-14,"One day before he ran the Disneyland Halloween Half Marathon during last weekend’s Southern California heat wave, Bobby Graves shared his trepidation about the torrid sun and humidity with thousands of his TikTok followers.",climate
https://edition.cnn.com/2024/09/11/climate/low-danube-sunken-world-war-two-ships-scli-intl/index.html,Drought-hit Danube River reveals scuttled German World War II ships,CNN,2024-09-11,"The wrecks of explosives-laden Nazi ships sunk in the Danube River during World War II have emerged near Serbia’s river port town of Prahovo, after a drought in July and August that saw the river’s water level drop.",climate
https://edition.cnn.com/2024/09/13/climate/mega-tsunami-landslide-greenland-seismic-signal/index.html,A landslide triggered a 650-foot mega-tsunami in Greenland. Then came something inexplicable,CNN,2024-09-13,"It started with a melting glacier that set off a huge landslide, which triggered a 650-foot high mega-tsunami in Greenland last September. Then came something inexplicable: a mysterious vibration that shook the planet for nine days.",climate
https://edition.cnn.com/2024/08/18/climate/video/gps-0818-tom-steyer-on-clean-energy,On GPS: Can clean energy arrive quickly enough?,CNN,2024-08-18,On GPS: Can clean energy arrive quickly enough?,climate
https://edition.cnn.com/2024/09/15/weather/california-early-snow-advisory-rain/index.html,California’s earliest snow advisory in nearly 20 years could also bring month’s worth of rain,CNN,2024-09-15,A low pressure system moving into the West Coast today will bring rare early-season snow and rain to California through Monday.,climate
https://edition.cnn.com/2024/09/15/asia/typhoon-yagi-myanmar-deaths-intl-hnk/index.html,Typhoon Yagi leaves at least 74 dead in Myanmar after flooding and landslides,CNN,2024-09-15,"At least 74 people have died and scores more are still missing in Myanmar following heavy flooding and landslides caused by Typhoon Yagi, state media reported on Sunday.",climate
https://edition.cnn.com/2024/09/08/climate/regreen-desert-sinai-egypt/index.html,The controversial plan to turn a desert green,CNN,2024-09-08,"Ties van der Hoeven’s ambitions are nothing if not grand. The Dutch engineer wants to transform a huge stretch of inhospitable desert into green, fertile land teeming with wildlife.",climate
https://edition.cnn.com/2023/02/27/us/hurricane-wind-damage-first-street-climate/index.html,Hurricane damage will increase in surprising new places in the coming decades. See where it’s trending higher,CNN,2023-02-27,"As the planet warms, hurricanes are changing – they are getting stronger faster, bringing more flooding rain, pushing farther inland after they make landfall and tracking farther north in general.",climate
https://edition.cnn.com/2024/02/04/climate/wellness-influencers-conspiracy-climate-intl/index.html,Wellness influencers fueled pandemic misinformation. Now they’re targeting another crisis,CNN,2024-02-04,"When wildfire ripped through Hawaii’s Maui last August, the impact was devastating: a whole town reduced to ashes, more than 100 lives lost. The inferno was described as the “largest natural disaster in state history.”",climate
https://edition.cnn.com/2024/03/21/climate/wildfire-grass-risk-west-us/index.html,A plant that’s everywhere is fueling a growing risk of wildfire disaster,CNN,2024-03-21,"A ubiquitous, resilient and seemingly harmless plant is fueling an increase in large, fast-moving and destructive wildfires in the United States.",climate
https://edition.cnn.com/travel/uganda-gorillas-treks-sustainable-tourism/index.html,This tourism experience costs $800 for an hour. Here’s why it’s worth it,CNN,2024-09-04,"Kenya has the majestic Maasai Mara. The reputation of the verdant, fauna-filled Ngorongoro Crater in Tanzania precedes it. Rwanda’s Virunga volcanoes have become the go-to for once-in-a-lifetime encounters with mountain gorillas. And further south, Botswana, Namibia and South Africa are seen as essential stop-offs for those hungry to experience the best wildlife Africa has to offer.",climate
https://edition.cnn.com/2024/02/04/climate/whale-threats-solutions-antarctica/index.html,‘Save the Whales’ was a shining success. Now can humpbacks save us from ourselves?,CNN,2024-02-04,"About 15 billion miles from where you sit, two 12-inch golden records are hurtling through outer space with multilingual greetings to the universe from 55 humans and one humpback whale.",climate
https://edition.cnn.com/2024/09/13/climate/uk-coal-mine-court-ruling/index.html,UK court rules government plan to build first new coal mine in decades unlawful on climate grounds,CNN,2024-09-13,"Britain’s approval of its first new deep coal mine in decades was unlawful, London’s High Court ruled on Friday following a legal challenge brought by environmental campaigners.",climate
https://edition.cnn.com/2024/04/18/climate/offshore-wind-us-costs-inflation/index.html,Offshore wind projects have been dogged by inflation and culture wars. Now they’re making a comeback,CNN,2024-04-18,"After a disastrous year marked by high costs, accusations of environmental harm and project cancellations in 2023, there’s a sense the US offshore wind industry is on a rebound.",climate
https://edition.cnn.com/2024/06/17/climate/water-conflict-us-mexico-heat-drought/index.html,A water war is looming between Mexico and the US. Neither side will win,CNN,2024-06-17,Tensions are rising in a border dispute between the United States and Mexico. But this conflict is not about migration; it’s about water.,climate
https://edition.cnn.com/2024/09/09/climate/nuclear-warheads-haleu/index.html,The US is dismantling nuclear warheads to power the next generation of reactors,CNN,2024-09-09,"Inside a highly classified facility in Oak Ridge, Tennessee — the same facility that enriched uranium for the first atomic bomb in the era of the Manhattan Project — workers are turning old, unexploded warheads into fuel that will power cities.",climate
https://edition.cnn.com/2024/08/07/climate/video/great-barrier-reef-coral-restoration-tech-for-good-hnk-spc-intl,These devices are helping deliver 1 million baby corals to the Great Barrier Reef,CNN,2024-08-07,These devices are helping deliver 1 million baby corals to the Great Barrier Reef,climate
https://edition.cnn.com/2024/07/23/climate/greek-islands-water-crisis-climate-intl/index.html,The Greek islands are grappling with a water crisis as tourist season kicks into gear,CNN,2024-07-23,"The Greek Islands, known for their idyllic towns, rugged landscapes and sun-baked beaches, are in the grip of a serious crisis. Many are running alarmingly low on water — a problem set to get worse as the tourist season hits full flow and hot dry weather continues.",climate
https://edition.cnn.com/2024/08/12/climate/video/authorities-evacuate-greek-residents-wildfires-spread-digvid,Authorities evacuate residents near Athens as wildfires spread,CNN,2024-08-12,Authorities evacuate residents near Athens as wildfires spread,climate
https://edition.cnn.com/2024/09/07/sport/team-usa-paralympics-spt-intl/index.html,The US dominates the Olympics. Why can’t it do the same at the Paralympics?,CNN,2024-09-07,Olympic fans looking at the Paralympics final medal table are faced with an unfamiliar sight: Team USA lagging behind in the medal table.,sports
https://edition.cnn.com/2024/09/12/sport/south-korea-soccer-player-china-spt-intl-hnk/index.html,South Korean soccer player Son Jun-ho says Chinese authorities forced match-fixing confession out of him,CNN,2024-09-12,South Korean soccer player Son Jun-ho tearfully denied on Wednesday accusations by Chinese authorities that he participated in match-fixing and bribery when playing in the country and said he gave a false confession under duress.,sports
https://edition.cnn.com/2024/09/13/sport/mauricio-pochettino-cnn-interview-spt-intl/index.html,New US men’s soccer coach Mauricio Pochettino outlines his vision ahead of the next World Cup: ‘We need to think big’,CNN,2024-09-13,New US men’s national team coach Mauricio Pochettino said on Friday that his aim is nothing short of competing with – and beating – the best teams in the world.,sports
https://edition.cnn.com/2024/09/06/sport/chuck-aoki-paralympics-silver-japan-spt-intl/index.html,"Chuck Aoki: ‘You can sometimes feel limited by your disability. But in wheelchair rugby, your wheelchair is an asset’",CNN,2024-09-06,"Chuck Aoki is the most decorated wheelchair rugby player in US history, but that did not stop him from feeling a touch of disappointment as the Americans took silver in the Paralympics on Monday having lost 48-41 to Japan.",sports
https://edition.cnn.com/2024/09/11/sport/cleveland-browns-deshaun-watson-surprised-lawsuit-spt-intl/index.html,Cleveland Browns quarterback Deshaun Watson says he was surprised by latest sexual assault lawsuit,CNN,2024-09-11,Cleveland Browns quarterback Deshaun Watson said Wednesday he was surprised by the latest civil lawsuit levied against him.,sports
https://edition.cnn.com/2024/09/10/sport/china-soccer-match-fixing-intl-hnk/index.html,China bans 43 soccer players and officials for life for match-fixing,CNN,2024-09-10,"The Chinese Football Association has banned for life 38 soccer players and five club officials after a two-year investigation into match-fixing and gambling, as part of a crackdown on corruption in one of China’s most popular sports.",sports
https://edition.cnn.com/2022/07/25/sport/black-representation-swimming-equality-spt-intl/index.html,Meet the Black women pushing for equality in swimming,CNN,2022-07-25,"Omie Dale has fond memories of splashing in the sea as a child, of racing through water parks and swimming in backwaters and rivers.",sports
https://edition.cnn.com/2024/09/12/sport/aja-wilson-las-vegas-aces-scoring-record-spt-intl/index.html,A’ja Wilson breaks WNBA single-season scoring record in Las Vegas Aces win over Caitlin Clark and the Indiana Fever,CNN,2024-09-12,Las Vegas Aces superstar A’ja Wilson set the record for the most points in a WNBA season in her team’s 86-75 road win over the Indiana Fever on Wednesday.,sports
https://edition.cnn.com/2024/08/21/sport/video/17-time-paralympic-medalist-oksana-masters-motivated-for-more,17-time Paralympic medalist Oksana Masters motivated for more,CNN,2024-08-21,17-time Paralympic medalist Oksana Masters motivated for more,sports
https://edition.cnn.com/2024/09/12/sport/jordan-chiles-olympic-bronze-reaction-spt-intl/index.html,US gymnast Jordan Chiles says ‘the person I am’ was taken from her during Olympic medal controversy,CNN,2024-09-12,"An emotional Jordan Chiles opened up Wednesday about how the controversy surrounding her bronze medal in the women’s artistic floor exercise at the 2024 Paris Games affected her, saying the process took away “the person I am.”",sports
https://edition.cnn.com/2024/09/08/sport/ali-truwit-interview-swimming-paris-paralympics-spt-intl/index.html,Reentering the pool caused ‘flashbacks’ to shark attack in which she lost her leg. Now this swimmer has two Paralympic medals,CNN,2024-09-08,"When American swimmer Ali Truwit first got back into the water after losing her leg in a shark attack, the sound of water rippling around the pool “triggered flashbacks” to that day.",sports
https://edition.cnn.com/2024/09/13/sport/joan-chelimo-rebecca-cheptegei-death-spt-intl/index.html,‘Where is the humanity?’ asks distance runner Joan Chelimo after death of Rebecca Cheptegei,CNN,2024-09-13,"When Joan Chelimo first met Rebecca Cheptegei, she remembers her fellow distance runner simply as a “normal, happy girl,” delighted to be competing at the Olympics.",sports
https://edition.cnn.com/2024/09/15/sport/oscar-piastri-azerbaijan-grand-prix-spt-intl/index.html,Oscar Piastri wins thrilling Azerbaijan Grand Prix as world championship race narrows again,CNN,2024-09-15,"Australian driver Oscar Piastri took an impressive victory at the Azerbaijan Grand Prix on Sunday, winning enough points that his team McLaren also took the lead in the constructors’ world championship, surpassing Red Bull which has won that title for the last two years.",sports
https://edition.cnn.com/2024/09/02/sport/scottie-scheffler-tour-championship-2024-spt-intl/index.html,‘I’ve lived almost a full lifetime in this one year’: Scottie Scheffler caps historic season with $25M Tour Championship win,CNN,2024-09-02,"Scottie Scheffler is tired. After the year he’s had, can anyone really blame him?",sports
https://edition.cnn.com/sport/malbon-golf-sweatergate-masters-spt-spc/index.html,‘Sweatergate’ landed this couple at the heart of a social media firestorm. Here’s why they welcomed it,CNN,2024-09-13,"It was a quiet April morning in Augusta, Georgia, when Stephen and Erica Malbon woke up. Then they checked their phones.",sports
https://edition.cnn.com/2024/08/28/sport/video/vinicius-jr-racism-real-madrid-spain-spt-intl,Vinícius Jr. exclusive: Real Madrid squad will walk off the pitch in face of racist abuse,CNN,2024-08-28,Vinícius Jr. exclusive: Real Madrid squad will walk off the pitch in face of racist abuse,sports
https://edition.cnn.com/2024/09/08/sport/lyudmyla-kichenok-wedding-us-open-doubles-spt-intl/index.html,This tennis player was supposed to be at her wedding. But winning the US Open women’s doubles title changed her plans,CNN,2024-09-08,"Lyudmyla Kichenok’s time in New York for the US Open was supposed to be filled with tennis and capped off by her marriage to her partner, Stas Kumarsky, on the Wednesday of the second week of the grand slam.",sports
https://edition.cnn.com/2024/09/09/sport/gallery/nfl-2024-season/index.html,The best photos from the 2024 NFL season,CNN,2024-09-09,The best photos from the 2024 NFL season,sports
https://edition.cnn.com/2024/09/08/sport/us-open-mens-final-sinner-fritz-spt-intl/index.html,"World No. 1 Jannik Sinner beats Taylor Fritz to win US Open, extending American men’s tennis grand slam singles drought",CNN,2024-09-08,"World No. 1 Jannik Sinner has won his second grand slam singles title, beating American Taylor Fritz to win the US Open 6-3, 6-4, 7-5 at Arthur Ashe Stadium on Sunday.",sports
https://edition.cnn.com/2023/10/30/sport/enhanced-games-olympics-doping-spt-intl/index.html,A doping free-for-all Enhanced Games calls itself the answer to doping in sports. Opponents say it poses a danger to health,CNN,2023-10-30,"The 2024 Olympics are fast approaching and as athletes gear up for one of the world’s most prestigious sporting events, one entrepreneur has a different idea of what “faster, higher, stronger” – the former motto of the Games – might represent.",sports
https://edition.cnn.com/2024/07/26/sport/gallery/paris-olympics-2024/index.html,The best photos of the Paris Olympics,CNN,2024-07-26,The best photos of the Paris Olympics,sports
https://edition.cnn.com/2024/09/12/sport/cristiano-ronaldo-manchester-united-rebuild-spt-intl/index.html,Cristiano Ronaldo urges Manchester United to ‘rebuild everything’ as the club looks to rediscover past success,CNN,2024-09-12,"If Manchester United is broken, then Cristiano Ronaldo thinks that he has the keys to fix it.",sports
https://edition.cnn.com/2024/09/09/sport/video/bodycam-footage-nfl-player-tyreek-hill-arrest-digvid,Bodycam footage shows the moment NFL player Tyreek Hill was arrested,CNN,2024-09-09,Bodycam footage shows the moment NFL player Tyreek Hill was arrested,sports
https://edition.cnn.com/2024/09/13/sport/video/jemele-hill-tua-tagovailova-concussion-lcl-digvid,‘He has to make a serious choice’: Jemele Hill reacts to Tua’s latest concussion,CNN,2024-09-13,‘He has to make a serious choice’: Jemele Hill reacts to Tua’s latest concussion,sports
https://edition.cnn.com/2024/09/08/sport/jessica-pegula-us-open-final-spt-intl/index.html,USA’s Jessica Pegula ‘taking confidence’ from best-ever grand slam run despite defeat in US Open final,CNN,2024-09-08,Jessica Pegula reached new heights in her already distinguished tennis career this week.,sports
https://edition.cnn.com/2024/09/11/sport/brazil-argentina-world-cup-qualifying-spt-intl/index.html,Brazil and Argentina both lose World Cup qualifying matches,CNN,2024-09-11,Brazil and Argentina both suffered defeats in their qualifying matches ahead of the 2026 World Cup on Tuesday.,sports
https://edition.cnn.com/2024/09/12/sport/rafael-nadal-withdraws-from-laver-cup/index.html,A disappointed Rafael Nadal withdraws from Laver Cup over fitness worries,CNN,2024-09-12,"Twenty-two-time grand slam singles champion Rafael Nadal has withdrawn from next week’s Laver Cup due to fitness concerns, the tournament announced on Thursday.",sports
https://edition.cnn.com/2024/09/03/sport/oksana-masters-paralympics-coy-wire-intl-spt/index.html,Oksana Masters: ‘Sports really taught me it was okay to take my legs off in front of people and to still be powerful’,CNN,2024-09-03,She now has 19 Paralympic medals to her name across four Summer and Winter Games disciplines – more than most athletes could even dream of.,sports
https://edition.cnn.com/2024/08/27/sport/video/vinicius-jr-legacy-real-madrid-brazil-spt-intl,Vinícius Jr. talks exclusive to CNN about what he wants for his legacy on and off the pitch,CNN,2024-08-27,Vinícius Jr. talks exclusive to CNN about what he wants for his legacy on and off the pitch,sports
https://edition.cnn.com/2023/09/20/sport/saudi-arabia-soccer-spl-bin-salman-intl-spt-cmd-dg/index.html,Saudi Arabia is trying to disrupt soccer’s world order. The reasons why might surprise you,CNN,2023-09-20,"When Saudi Arabian club Al-Hilal reportedly planned a $1.1 billion bid to sign French soccer superstar Kylian Mbappé – including $332 million to his club, Paris Saint-Germain (PSG), and an eye-watering $775 million salary packet to the World Cup winner for just one year – it was slammed by critics as sportswashing.",sports
https://edition.cnn.com/2024/08/22/sport/whim-golf-luxury-fashion-brand-spt-intl/index.html,Can golf be cool? This luxury fashion brand insists it can,CNN,2024-08-22,"Golf’s first superstar, Bobby Jones, once described the sport as “the closest game to the game we call life.” Decades later, golf is being compared to broccoli.",sports
https://edition.cnn.com/2024/09/14/sport/raiders-coach-tua-tagovailoa-retire-concussion-spt-intl/index.html,Las Vegas Raiders head coach says he’d tell Tua Tagovailoa to retire following latest concussion,CNN,2024-09-14,Las Vegas Raiders head coach Antonio Pierce said he would tell Tua Tagovailoa to retire after the Miami Dolphins quarterback suffered another concussion.,sports
